from_chunk,to_chunk,similarity,relation,shared_programs,from_cluster,to_cluster,from_title,to_title
485-3,990-14,0.739,other_document,FATU3,148,-1,"Frigorífico (RECE50) — configuração de eventos, documentos fiscais eletrônicos, contra nota","Recebimento de compras (COMP5) — recebimento da compra, definir a operação, fiscal e contábil"
485-4,485-5,0.868,same_document,RECE50,5,5,"Frigorífico (RECE50) — marca do lote, contra nota fiscal, recebimentos notas fiscais","Frigorífico (RECE50) — geração das qtdes, contra nota fiscal, recebimentos notas fiscais"
485-4,485-6,0.853,same_document,RECE50,5,5,"Frigorífico (RECE50) — marca do lote, contra nota fiscal, recebimentos notas fiscais","Frigorífico (RECE50) — contra nota fiscal, recebimentos notas fiscais, tratado a rotina"
485-4,485-11,0.809,same_document,RECE50,5,5,"Frigorífico (RECE50) — marca do lote, contra nota fiscal, recebimentos notas fiscais",Frigorífico (RECE50) — VERIFICAR E CORRIGIR RELATÓRIO QUE NÃO ESTÁ CALCULANDO CORRETAMENTE - SITUAÇÃO SIMILAR…
485-4,485-10,0.798,same_document,RECE50,5,5,"Frigorífico (RECE50) — marca do lote, contra nota fiscal, recebimentos notas fiscais","Frigorífico (RECE50) — NOVO RELATÓRIO QUE GERE A DIFERENÇA DA NF LANÇADA PELA COOPERATIVA, COM A PESAGEM/ABATE…"
485-4,485-7,0.787,same_document,RECE50,5,5,"Frigorífico (RECE50) — marca do lote, contra nota fiscal, recebimentos notas fiscais","Frigorífico (RECE50) — contra nota, recebimentos notas fiscais, trazer a condição"
485-5,485-6,0.872,same_document,RECE50,5,5,"Frigorífico (RECE50) — geração das qtdes, contra nota fiscal, recebimentos notas fiscais","Frigorífico (RECE50) — contra nota fiscal, recebimentos notas fiscais, tratado a rotina"
485-5,485-7,0.868,same_document,RECE50,5,5,"Frigorífico (RECE50) — geração das qtdes, contra nota fiscal, recebimentos notas fiscais","Frigorífico (RECE50) — contra nota, recebimentos notas fiscais, trazer a condição"
485-5,485-4,0.868,same_document,RECE50,5,5,"Frigorífico (RECE50) — geração das qtdes, contra nota fiscal, recebimentos notas fiscais","Frigorífico (RECE50) — marca do lote, contra nota fiscal, recebimentos notas fiscais"
485-5,485-18,0.856,same_document,RECE50,5,5,"Frigorífico (RECE50) — geração das qtdes, contra nota fiscal, recebimentos notas fiscais","Frigorífico (RECE50) — contra nota fiscal, entrada frigorífico alteração, recebimentos notas fiscais"
485-5,485-11,0.845,same_document,RECE50,5,5,"Frigorífico (RECE50) — geração das qtdes, contra nota fiscal, recebimentos notas fiscais",Frigorífico (RECE50) — VERIFICAR E CORRIGIR RELATÓRIO QUE NÃO ESTÁ CALCULANDO CORRETAMENTE - SITUAÇÃO SIMILAR…
485-6,485-5,0.872,same_document,RECE50,5,5,"Frigorífico (RECE50) — contra nota fiscal, recebimentos notas fiscais, tratado a rotina","Frigorífico (RECE50) — geração das qtdes, contra nota fiscal, recebimentos notas fiscais"
485-6,485-4,0.853,same_document,RECE50,5,5,"Frigorífico (RECE50) — contra nota fiscal, recebimentos notas fiscais, tratado a rotina","Frigorífico (RECE50) — marca do lote, contra nota fiscal, recebimentos notas fiscais"
485-6,485-7,0.778,same_document,RECE50,5,5,"Frigorífico (RECE50) — contra nota fiscal, recebimentos notas fiscais, tratado a rotina","Frigorífico (RECE50) — contra nota, recebimentos notas fiscais, trazer a condição"
485-6,485-10,0.749,same_document,RECE50,5,5,"Frigorífico (RECE50) — contra nota fiscal, recebimentos notas fiscais, tratado a rotina","Frigorífico (RECE50) — NOVO RELATÓRIO QUE GERE A DIFERENÇA DA NF LANÇADA PELA COOPERATIVA, COM A PESAGEM/ABATE…"
485-6,485-11,0.749,same_document,RECE50,5,5,"Frigorífico (RECE50) — contra nota fiscal, recebimentos notas fiscais, tratado a rotina",Frigorífico (RECE50) — VERIFICAR E CORRIGIR RELATÓRIO QUE NÃO ESTÁ CALCULANDO CORRETAMENTE - SITUAÇÃO SIMILAR…
485-7,485-5,0.868,same_document,RECE50,5,5,"Frigorífico (RECE50) — contra nota, recebimentos notas fiscais, trazer a condição","Frigorífico (RECE50) — geração das qtdes, contra nota fiscal, recebimentos notas fiscais"
485-7,485-18,0.858,same_document,RECE50,5,5,"Frigorífico (RECE50) — contra nota, recebimentos notas fiscais, trazer a condição","Frigorífico (RECE50) — contra nota fiscal, entrada frigorífico alteração, recebimentos notas fiscais"
485-7,506-1,0.833,other_document,RECE50,5,5,"Frigorífico (RECE50) — contra nota, recebimentos notas fiscais, trazer a condição",Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - USAR VALOR PELO PESO DO ABATE Rotina
485-7,485-0,0.820,same_document,RECE50,5,5,"Frigorífico (RECE50) — contra nota, recebimentos notas fiscais, trazer a condição","Frigorífico (RECE50) — serem demonstrados, contra nota fiscal, entrada frigorífico"
485-7,485-8,0.808,same_document,RECE50,5,5,"Frigorífico (RECE50) — contra nota, recebimentos notas fiscais, trazer a condição",Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - USAR VALOR PELO PESO DO ABATE Rotina
485-8,506-1,0.986,other_document,RECE50,5,5,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - USAR VALOR PELO PESO DO ABATE Rotina,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - USAR VALOR PELO PESO DO ABATE Rotina
485-8,485-13,0.829,same_document,RECE50,5,5,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - USAR VALOR PELO PESO DO ABATE Rotina,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - REFAZER O CÁLCULO COM BASE NO…
485-8,485-9,0.811,same_document,RECE50,5,5,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - USAR VALOR PELO PESO DO ABATE Rotina,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - COMPLEMENTO PEDIDO 45361 Rotina
485-8,506-3,0.811,other_document,RECE50,5,5,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - USAR VALOR PELO PESO DO ABATE Rotina,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - COMPLEMENTO PEDIDO 45361 Rotina
485-8,485-7,0.808,same_document,RECE50,5,5,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - USAR VALOR PELO PESO DO ABATE Rotina,"Frigorífico (RECE50) — contra nota, recebimentos notas fiscais, trazer a condição"
485-9,506-3,1.000,other_document,RECE50,5,5,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - COMPLEMENTO PEDIDO 45361 Rotina,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - COMPLEMENTO PEDIDO 45361 Rotina
485-9,506-1,0.837,other_document,RECE50,5,5,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - COMPLEMENTO PEDIDO 45361 Rotina,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - USAR VALOR PELO PESO DO ABATE Rotina
485-9,485-5,0.835,same_document,RECE50,5,5,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - COMPLEMENTO PEDIDO 45361 Rotina,"Frigorífico (RECE50) — geração das qtdes, contra nota fiscal, recebimentos notas fiscais"
485-9,485-18,0.825,same_document,RECE50,5,5,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - COMPLEMENTO PEDIDO 45361 Rotina,"Frigorífico (RECE50) — contra nota fiscal, entrada frigorífico alteração, recebimentos notas fiscais"
485-9,485-8,0.811,same_document,RECE50,5,5,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - COMPLEMENTO PEDIDO 45361 Rotina,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - USAR VALOR PELO PESO DO ABATE Rotina
485-10,485-11,0.861,same_document,RECE50,5,5,"Frigorífico (RECE50) — NOVO RELATÓRIO QUE GERE A DIFERENÇA DA NF LANÇADA PELA COOPERATIVA, COM A PESAGEM/ABATE…",Frigorífico (RECE50) — VERIFICAR E CORRIGIR RELATÓRIO QUE NÃO ESTÁ CALCULANDO CORRETAMENTE - SITUAÇÃO SIMILAR…
485-10,485-18,0.841,same_document,RECE50,5,5,"Frigorífico (RECE50) — NOVO RELATÓRIO QUE GERE A DIFERENÇA DA NF LANÇADA PELA COOPERATIVA, COM A PESAGEM/ABATE…","Frigorífico (RECE50) — contra nota fiscal, entrada frigorífico alteração, recebimentos notas fiscais"
485-10,485-20,0.828,same_document,RECE50 RECE52,5,5,"Frigorífico (RECE50) — NOVO RELATÓRIO QUE GERE A DIFERENÇA DA NF LANÇADA PELA COOPERATIVA, COM A PESAGEM/ABATE…","Frigorífico (RECE50) — contra nota fiscal, recebimentos notas fiscais, partir da quantidade"
485-10,485-5,0.825,same_document,RECE50,5,5,"Frigorífico (RECE50) — NOVO RELATÓRIO QUE GERE A DIFERENÇA DA NF LANÇADA PELA COOPERATIVA, COM A PESAGEM/ABATE…","Frigorífico (RECE50) — geração das qtdes, contra nota fiscal, recebimentos notas fiscais"
485-10,506-1,0.816,other_document,RECE50,5,5,"Frigorífico (RECE50) — NOVO RELATÓRIO QUE GERE A DIFERENÇA DA NF LANÇADA PELA COOPERATIVA, COM A PESAGEM/ABATE…",Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - USAR VALOR PELO PESO DO ABATE Rotina
485-11,485-18,0.882,same_document,RECE50,5,5,Frigorífico (RECE50) — VERIFICAR E CORRIGIR RELATÓRIO QUE NÃO ESTÁ CALCULANDO CORRETAMENTE - SITUAÇÃO SIMILAR…,"Frigorífico (RECE50) — contra nota fiscal, entrada frigorífico alteração, recebimentos notas fiscais"
485-11,485-10,0.861,same_document,RECE50,5,5,Frigorífico (RECE50) — VERIFICAR E CORRIGIR RELATÓRIO QUE NÃO ESTÁ CALCULANDO CORRETAMENTE - SITUAÇÃO SIMILAR…,"Frigorífico (RECE50) — NOVO RELATÓRIO QUE GERE A DIFERENÇA DA NF LANÇADA PELA COOPERATIVA, COM A PESAGEM/ABATE…"
485-11,485-5,0.845,same_document,RECE50,5,5,Frigorífico (RECE50) — VERIFICAR E CORRIGIR RELATÓRIO QUE NÃO ESTÁ CALCULANDO CORRETAMENTE - SITUAÇÃO SIMILAR…,"Frigorífico (RECE50) — geração das qtdes, contra nota fiscal, recebimentos notas fiscais"
485-11,485-15,0.834,same_document,RECE50,5,5,Frigorífico (RECE50) — VERIFICAR E CORRIGIR RELATÓRIO QUE NÃO ESTÁ CALCULANDO CORRETAMENTE - SITUAÇÃO SIMILAR…,Frigorífico (RECE50) — REVISAR CÁLCULO DOS LAUDOS Rotina
485-11,485-4,0.809,same_document,RECE50,5,5,Frigorífico (RECE50) — VERIFICAR E CORRIGIR RELATÓRIO QUE NÃO ESTÁ CALCULANDO CORRETAMENTE - SITUAÇÃO SIMILAR…,"Frigorífico (RECE50) — marca do lote, contra nota fiscal, recebimentos notas fiscais"
485-12,485-0,0.835,same_document,RECE50,5,5,Frigorífico (RECE50) — RECE50 - VERIFICAR POR QUAL MOTIVO O PROGRAMA NÃO CARREGA OS ÍTENS,"Frigorífico (RECE50) — serem demonstrados, contra nota fiscal, entrada frigorífico"
485-12,485-11,0.802,same_document,RECE50,5,5,Frigorífico (RECE50) — RECE50 - VERIFICAR POR QUAL MOTIVO O PROGRAMA NÃO CARREGA OS ÍTENS,Frigorífico (RECE50) — VERIFICAR E CORRIGIR RELATÓRIO QUE NÃO ESTÁ CALCULANDO CORRETAMENTE - SITUAÇÃO SIMILAR…
485-12,485-5,0.796,same_document,RECE50,5,5,Frigorífico (RECE50) — RECE50 - VERIFICAR POR QUAL MOTIVO O PROGRAMA NÃO CARREGA OS ÍTENS,"Frigorífico (RECE50) — geração das qtdes, contra nota fiscal, recebimentos notas fiscais"
485-12,485-7,0.785,same_document,RECE50,5,5,Frigorífico (RECE50) — RECE50 - VERIFICAR POR QUAL MOTIVO O PROGRAMA NÃO CARREGA OS ÍTENS,"Frigorífico (RECE50) — contra nota, recebimentos notas fiscais, trazer a condição"
485-12,485-18,0.772,same_document,RECE50,5,5,Frigorífico (RECE50) — RECE50 - VERIFICAR POR QUAL MOTIVO O PROGRAMA NÃO CARREGA OS ÍTENS,"Frigorífico (RECE50) — contra nota fiscal, entrada frigorífico alteração, recebimentos notas fiscais"
485-13,506-1,0.836,other_document,RECE50,5,5,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - REFAZER O CÁLCULO COM BASE NO…,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - USAR VALOR PELO PESO DO ABATE Rotina
485-13,485-17,0.834,same_document,EPRO58 RECE50,5,5,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - REFAZER O CÁLCULO COM BASE NO…,Frigorífico (RECE50) — Cálculo de quebra de abate não está correto em todas as NFs
485-13,485-8,0.829,same_document,RECE50,5,5,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - REFAZER O CÁLCULO COM BASE NO…,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - USAR VALOR PELO PESO DO ABATE Rotina
485-13,485-18,0.810,same_document,RECE50,5,5,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - REFAZER O CÁLCULO COM BASE NO…,"Frigorífico (RECE50) — contra nota fiscal, entrada frigorífico alteração, recebimentos notas fiscais"
485-13,485-10,0.801,same_document,RECE50,5,5,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - REFAZER O CÁLCULO COM BASE NO…,"Frigorífico (RECE50) — NOVO RELATÓRIO QUE GERE A DIFERENÇA DA NF LANÇADA PELA COOPERATIVA, COM A PESAGEM/ABATE…"
485-14,485-17,0.835,same_document,RECE50,5,5,Frigorífico (RECE50) — CONSIDERAR NOVO CÁLCULO DA QUEBRA REAL NA EMISSÃO DOS LAUDOS Rotina,Frigorífico (RECE50) — Cálculo de quebra de abate não está correto em todas as NFs
485-14,485-13,0.795,same_document,RECE50,5,5,Frigorífico (RECE50) — CONSIDERAR NOVO CÁLCULO DA QUEBRA REAL NA EMISSÃO DOS LAUDOS Rotina,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - REFAZER O CÁLCULO COM BASE NO…
485-14,485-16,0.794,same_document,RECE50,5,5,Frigorífico (RECE50) — CONSIDERAR NOVO CÁLCULO DA QUEBRA REAL NA EMISSÃO DOS LAUDOS Rotina,Frigorífico (RECE50) — Ajustar cálculo de quebra do abate desconsiderando o peso de suíno morto do peso vivo
485-14,485-15,0.788,same_document,RECE50,5,5,Frigorífico (RECE50) — CONSIDERAR NOVO CÁLCULO DA QUEBRA REAL NA EMISSÃO DOS LAUDOS Rotina,Frigorífico (RECE50) — REVISAR CÁLCULO DOS LAUDOS Rotina
485-14,485-18,0.763,same_document,RECE50,5,5,Frigorífico (RECE50) — CONSIDERAR NOVO CÁLCULO DA QUEBRA REAL NA EMISSÃO DOS LAUDOS Rotina,"Frigorífico (RECE50) — contra nota fiscal, entrada frigorífico alteração, recebimentos notas fiscais"
485-15,485-18,0.869,same_document,RECE50,5,5,Frigorífico (RECE50) — REVISAR CÁLCULO DOS LAUDOS Rotina,"Frigorífico (RECE50) — contra nota fiscal, entrada frigorífico alteração, recebimentos notas fiscais"
485-15,485-11,0.834,same_document,RECE50,5,5,Frigorífico (RECE50) — REVISAR CÁLCULO DOS LAUDOS Rotina,Frigorífico (RECE50) — VERIFICAR E CORRIGIR RELATÓRIO QUE NÃO ESTÁ CALCULANDO CORRETAMENTE - SITUAÇÃO SIMILAR…
485-15,485-10,0.797,same_document,RECE50,5,5,Frigorífico (RECE50) — REVISAR CÁLCULO DOS LAUDOS Rotina,"Frigorífico (RECE50) — NOVO RELATÓRIO QUE GERE A DIFERENÇA DA NF LANÇADA PELA COOPERATIVA, COM A PESAGEM/ABATE…"
485-15,485-5,0.790,same_document,RECE50,5,5,Frigorífico (RECE50) — REVISAR CÁLCULO DOS LAUDOS Rotina,"Frigorífico (RECE50) — geração das qtdes, contra nota fiscal, recebimentos notas fiscais"
485-15,485-14,0.788,same_document,RECE50,5,5,Frigorífico (RECE50) — REVISAR CÁLCULO DOS LAUDOS Rotina,Frigorífico (RECE50) — CONSIDERAR NOVO CÁLCULO DA QUEBRA REAL NA EMISSÃO DOS LAUDOS Rotina
485-16,485-14,0.794,same_document,RECE50,5,5,Frigorífico (RECE50) — Ajustar cálculo de quebra do abate desconsiderando o peso de suíno morto do peso vivo,Frigorífico (RECE50) — CONSIDERAR NOVO CÁLCULO DA QUEBRA REAL NA EMISSÃO DOS LAUDOS Rotina
485-16,485-13,0.781,same_document,EPRO58 RECE50,5,5,Frigorífico (RECE50) — Ajustar cálculo de quebra do abate desconsiderando o peso de suíno morto do peso vivo,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - REFAZER O CÁLCULO COM BASE NO…
485-16,485-17,0.778,same_document,EPRO58 RECE50,5,5,Frigorífico (RECE50) — Ajustar cálculo de quebra do abate desconsiderando o peso de suíno morto do peso vivo,Frigorífico (RECE50) — Cálculo de quebra de abate não está correto em todas as NFs
485-16,506-1,0.723,other_document,RECE50,5,5,Frigorífico (RECE50) — Ajustar cálculo de quebra do abate desconsiderando o peso de suíno morto do peso vivo,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - USAR VALOR PELO PESO DO ABATE Rotina
485-16,485-10,0.721,same_document,RECE50,5,5,Frigorífico (RECE50) — Ajustar cálculo de quebra do abate desconsiderando o peso de suíno morto do peso vivo,"Frigorífico (RECE50) — NOVO RELATÓRIO QUE GERE A DIFERENÇA DA NF LANÇADA PELA COOPERATIVA, COM A PESAGEM/ABATE…"
485-17,485-14,0.835,same_document,RECE50,5,5,Frigorífico (RECE50) — Cálculo de quebra de abate não está correto em todas as NFs,Frigorífico (RECE50) — CONSIDERAR NOVO CÁLCULO DA QUEBRA REAL NA EMISSÃO DOS LAUDOS Rotina
485-17,485-13,0.834,same_document,EPRO58 RECE50,5,5,Frigorífico (RECE50) — Cálculo de quebra de abate não está correto em todas as NFs,Frigorífico (RECE50) — GERA CONTRA NOTA FISCAL DE ENTRADA - FRIGORÍFICO - REFAZER O CÁLCULO COM BASE NO…
485-17,485-11,0.800,same_document,RECE50,5,5,Frigorífico (RECE50) — Cálculo de quebra de abate não está correto em todas as NFs,Frigorífico (RECE50) — VERIFICAR E CORRIGIR RELATÓRIO QUE NÃO ESTÁ CALCULANDO CORRETAMENTE - SITUAÇÃO SIMILAR…
485-17,485-10,0.791,same_document,RECE50,5,5,Frigorífico (RECE50) — Cálculo de quebra de abate não está correto em todas as NFs,"Frigorífico (RECE50) — NOVO RELATÓRIO QUE GERE A DIFERENÇA DA NF LANÇADA PELA COOPERATIVA, COM A PESAGEM/ABATE…"
485-17,485-18,0.789,same_document,RECE50,5,5,Frigorífico (RECE50) — Cálculo de quebra de abate não está correto em todas as NFs,"Frigorífico (RECE50) — contra nota fiscal, entrada frigorífico alteração, recebimentos notas fiscais"
485-18,485-11,0.882,same_document,RECE50,5,5,"Frigorífico (RECE50) — contra nota fiscal, entrada frigorífico alteração, recebimentos notas fiscais",Frigorífico (RECE50) — VERIFICAR E CORRIGIR RELATÓRIO QUE NÃO ESTÁ CALCULANDO CORRETAMENTE - SITUAÇÃO SIMILAR…
485-18,485-15,0.869,same_document,RECE50,5,5,"Frigorífico (RECE50) — contra nota fiscal, entrada frigorífico alteração, recebimentos notas fiscais",Frigorífico (RECE50) — REVISAR CÁLCULO DOS LAUDOS Rotina
485-18,485-7,0.858,same_document,RECE50,5,5,"Frigorífico (RECE50) — contra nota fiscal, entrada frigorífico alteração, recebimentos notas fiscais","Frigorífico (RECE50) — contra nota, recebimentos notas fiscais, trazer a condição"
485-18,485-5,0.856,same_document,RECE50,5,5,"Frigorífico (RECE50) — contra nota fiscal, entrada frigorífico alteração, recebimentos notas fiscais","Frigorífico (RECE50) — geração das qtdes, contra nota fiscal, recebimentos notas fiscais"
485-18,485-10,0.841,same_document,RECE50,5,5,"Frigorífico (RECE50) — contra nota fiscal, entrada frigorífico alteração, recebimentos notas fiscais","Frigorífico (RECE50) — NOVO RELATÓRIO QUE GERE A DIFERENÇA DA NF LANÇADA PELA COOPERATIVA, COM A PESAGEM/ABATE…"
485-19,511-6,1.000,other_document,CFAB101 RECE50,82,82,Frigorífico (RECE50) — Relatório Análise de Abate não traz condena com Aproveitamento Condicional,Prima Couro / Fornecedor (CFAB101) — Relatório Análise de Abate não traz condena com Aproveitamento Condicional
485-19,511-2,0.804,other_document,CFAB101,82,82,Frigorífico (RECE50) — Relatório Análise de Abate não traz condena com Aproveitamento Condicional,Prima Couro / Fornecedor (CFAB101) — Relatório Analise de Abate - Ajustar pontos no relatório quando ocorrer mais de uma…
485-19,511-5,0.799,other_document,CFAB101,82,82,Frigorífico (RECE50) — Relatório Análise de Abate não traz condena com Aproveitamento Condicional,Prima Couro / Fornecedor (CFAB101) — VERIFICAR E AJUSTAR MOTIVO DAS CONDENAS NÃO GERAREM NOS RELATÓRIOS
485-19,511-1,0.784,other_document,CFAB101 RECE50,82,82,Frigorífico (RECE50) — Relatório Análise de Abate não traz condena com Aproveitamento Condicional,"Prima Couro / Fornecedor (CFAB101) — Criar nova versão de relatório para análise de abate, com base no cálculo do programa…"
485-19,513-2,0.779,other_document,CFAB101,82,82,Frigorífico (RECE50) — Relatório Análise de Abate não traz condena com Aproveitamento Condicional,Prima Couro / Fornecedor (CFAB101) — RA ABERTO PARA TRATAR DO PONTO 2 DO RA 210809034 - MELHORIA SETOR CONTRA NOTA Rotina
485-20,485-10,0.828,same_document,RECE50 RECE52,5,5,"Frigorífico (RECE50) — contra nota fiscal, recebimentos notas fiscais, partir da quantidade","Frigorífico (RECE50) — NOVO RELATÓRIO QUE GERE A DIFERENÇA DA NF LANÇADA PELA COOPERATIVA, COM A PESAGEM/ABATE…"
485-20,485-5,0.819,same_document,RECE50,5,5,"Frigorífico (RECE50) — contra nota fiscal, recebimentos notas fiscais, partir da quantidade","Frigorífico (RECE50) — geração das qtdes, contra nota fiscal, recebimentos notas fiscais"
485-20,485-18,0.809,same_document,RECE50,5,5,"Frigorífico (RECE50) — contra nota fiscal, recebimentos notas fiscais, partir da quantidade","Frigorífico (RECE50) — contra nota fiscal, entrada frigorífico alteração, recebimentos notas fiscais"
485-20,485-11,0.790,same_document,FATU3 RECE50,5,5,"Frigorífico (RECE50) — contra nota fiscal, recebimentos notas fiscais, partir da quantidade",Frigorífico (RECE50) — VERIFICAR E CORRIGIR RELATÓRIO QUE NÃO ESTÁ CALCULANDO CORRETAMENTE - SITUAÇÃO SIMILAR…
485-20,485-7,0.773,same_document,RECE50,5,5,"Frigorífico (RECE50) — contra nota fiscal, recebimentos notas fiscais, partir da quantidade","Frigorífico (RECE50) — contra nota, recebimentos notas fiscais, trazer a condição"
486-0,497-0,0.690,other_document,,62,46,ROTINA NOVA - INTEGRAÇÃO COM BALANÇA SATURNO Rotina,CONTROLE DE ARMAZENAGEM DE LOTE: EVOLUIR COM A ROTINA Rotina
486-0,499-100,0.675,other_document,,62,62,ROTINA NOVA - INTEGRAÇÃO COM BALANÇA SATURNO Rotina,EPRO58 — BUSCAR A TARA PARA O PAINEL DE EMBALAGEM CONFORME CADASTRADO NO PRODUTO
486-0,499-26,0.675,other_document,,62,65,ROTINA NOVA - INTEGRAÇÃO COM BALANÇA SATURNO Rotina,"tara, criado um check, peso da balança"
486-0,499-91,0.666,other_document,,62,62,ROTINA NOVA - INTEGRAÇÃO COM BALANÇA SATURNO Rotina,PARÂMETRO EMPRESA_PADRAO DO PAINEL DE EMBALAGEM NÃO ESTÁ FUNCIONANDO CORRETAMENTE Rotina
486-0,499-88,0.662,other_document,,62,65,ROTINA NOVA - INTEGRAÇÃO COM BALANÇA SATURNO Rotina,PAINEL DE EMBALAGEM - WEB - PAINEL NÃO ESTÁ RECONHECENDO A BALANÇA Rotina
487-0,566-50,0.676,other_document,,146,146,"fernando, estaria, passamos","IVENDRE - TORNAR O CAMPO ""PEDIDO CLIENTE"" OBRIGATÓRIO E CRIAR UMA VALIDAÇÃO QUE VERIFIQUE…"
487-0,566-75,0.671,other_document,,146,146,"fernando, estaria, passamos",IVENDRE - CADASTRO CLINTE PRAÇA DE PAGAMENTO E LOCAL DE ENTREGA
487-0,487-18,0.669,same_document,,146,131,"fernando, estaria, passamos","centro de distribuição, questão do controle, entrega por item"
487-0,566-106,0.666,other_document,,146,146,"fernando, estaria, passamos",VEND102 — IVENDRE - ALTERAÇÃO NOS CRITÉRIOS PARA GERAÇÃO PEDIDOS DE VENDA A PARTIR DO IVENDRE
487-0,573-68,0.665,other_document,,146,143,"fernando, estaria, passamos","Pedido de Venda (PEDI1) — precisa ser igual, regra de comissão, venda pelo ivendre"
487-1,336-23,0.655,other_document,,78,78,Parâmetros de agrupamentos,"pessoa versao atm, lcto estoque seq, and"
487-1,855-16,0.628,other_document,,78,78,Parâmetros de agrupamentos,VER O PORQUE ESTÁ REPETINDO SÓ 1 LINHA DE REGISTRO???????? RELATÓRIOS NOVOS SELECT…
487-1,722-13,0.625,other_document,,78,78,Parâmetros de agrupamentos,"O mais completo: PVI, PEDIDO_VENDA_ATM PV"
487-1,258-10,0.605,other_document,,78,-1,Parâmetros de agrupamentos,"Liberação Pedidos Faturamento (PEDI44) — fator de agrupamento, considerar obs, pedidos venda faturamento"
487-1,257-34,0.602,other_document,,78,-1,Parâmetros de agrupamentos,"Liberação Pedidos Faturamento (PEDI4) — fator de agrupamento, considerar obs, pedidos venda faturamento"
487-2,487-47,0.770,same_document,,100,100,"Estruturação de Produto (EPRO15) — verifica na estruturação, lotes mais antigos, atender à entrega",Pedido de Venda (PEDI1) — Problemas de Reservas nos pedidos iVendre Bom dia
487-2,212-12,0.742,other_document,,100,15,"Estruturação de Produto (EPRO15) — verifica na estruturação, lotes mais antigos, atender à entrega",NOTAS FISCAIS DE ENTRADA: PASSAR A VALIDAR AS QTDES DE RECEBIMENTO DE MATERIAL COM BASE…
487-2,487-90,0.696,same_document,,100,-1,"Estruturação de Produto (EPRO15) — verifica na estruturação, lotes mais antigos, atender à entrega","descrito na documentação, rotina não poderia, quantidade de tolerância"
487-2,573-47,0.695,other_document,,100,100,"Estruturação de Produto (EPRO15) — verifica na estruturação, lotes mais antigos, atender à entrega","Pedido de Venda (PEDI1) — Tratar o controle de Lote (para produtos configurados com ""Controle de Lote""), para…"
487-2,683-10,0.684,other_document,,100,15,"Estruturação de Produto (EPRO15) — verifica na estruturação, lotes mais antigos, atender à entrega",Plano de Necessidades de Compras (COMP13) — bloquear gerar Pedido de Compra mais de 1 vez para o mesmo Plano de Produção no sistema…
